,GUID,ID,Verb,Conjugated,English,Greek Sentence,English Sentence,Tense,Person,Number
737,aF4a1kWZ2e,17,πίνω,πίνουν,They drink,Πίνουν μπύρα μετά την δουλειά.,They drink beer after work.,Present,3rd,Plural
738,KWHnfq1Op9,18,πίνω,θα πίνω,I will be drinking,Θα πίνω νερό όλη μέρα.,I will be drinking water all day.,Future Continuous,1st,Singular
739,ZHdbDzWR6I,19,πίνω,θα πίνεις,You will be drinking,Θα πίνεις καφέ αύριο το πρωί;,Will you be drinking coffee tomorrow morning?,Future Continuous,2nd,Singular
740,0pKSQAt3kB,20,πίνω,θα πίνει,He/She/It will be drinking,Θα πίνει τσάι όλο το απόγευμα.,He/She/It will be drinking tea all afternoon.,Future Continuous,3rd,Singular
741,QOU7n7bdk0,21,πίνω,θα πίνουμε,We will be drinking,Θα πίνουμε χυμό όλη την ημέρα.,We will be drinking juice all day.,Future Continuous,1st,Plural
742,ilKjvjT3ht,22,πίνω,θα πίνετε,You will be drinking,Θα πίνετε κρασί στο πάρτι;,Will you be drinking wine at the party?,Future Continuous,2nd,Plural
743,Fsq89W3hf1,23,πίνω,θα πίνουν,They will be drinking,Θα πίνουν μπύρα όλο το βράδυ.,They will be drinking beer all night.,Future Continuous,3rd,Plural
744,CSOPMsAbIk,24,πίνω,θα πιώ,I will drink,Θα πιω νερό.,I will drink water.,Future Simple,1st,Singular
745,pzyPr79ylz,25,πίνω,θα πιεις,You will drink,Θα πιεις καφέ;,Will you drink coffee?,Future Simple,2nd,Singular
746,ymQV6326Ta,26,πίνω,θα πιει,He/She/It will drink,Θα πιει τσάι.,He/She/It will drink tea.,Future Simple,3rd,Singular
747,ramPSHCsrk,27,πίνω,θα πιουμε,We will drink,Θα πιουμε χυμό.,We will drink juice.,Future Simple,1st,Plural
748,NmIv1MZG39,28,πίνω,θα πιείτε,You will drink,Θα πιείτε κρασί;,Will you drink wine?,Future Simple,2nd,Plural
749,QWKYDlxbmY,29,πίνω,θα πιουν,They will drink,Θα πιουν μπύρα.,They will drink beer.,Future Simple,3rd,Plural
750,yZfvEvJxGK,0,σταματάω,σταμάτησα,I stopped,Σταμάτησα το αυτοκίνητο.,I stopped the car.,Past Simple,1st,Singular
751,vMpMTCp8Hn,1,σταματάω,σταμάτησες,You stopped,Σταμάτησες να τρως.,You stopped eating.,Past Simple,2nd,Singular
752,5GqYistGps,2,σταματάω,σταμάτησε,He/She/It stopped,Το φως σταμάτησε.,The light stopped.,Past Simple,3rd,Singular
753,TFuLLTpZSK,3,σταματάω,σταματήσαμε,We stopped,Σταματήσαμε να μιλάμε.,We stopped talking.,Past Simple,1st,Plural
754,gwzE5H0wAH,4,σταματάω,σταματήσατε,You stopped,Σταματήσατε να κλαίτε.,You stopped crying.,Past Simple,2nd,Plural
755,NQygRkd0rx,5,σταματάω,σταμάτησαν,They stopped,Τα παιδιά σταμάτησαν να παίζουν.,The children stopped playing.,Past Simple,3rd,Plural
756,9dhPhbzjJF,6,σταματάω,σταματούσα,I was stopping,Σταματούσα το τραγούδι.,I was stopping the song.,Past Continuous,1st,Singular
757,icsEDHz3YQ,7,σταματάω,σταματούσες,You were stopping,Σταματούσες να φωνάζεις;,Were you stopping shouting?,Past Continuous,2nd,Singular
758,SPigC6aG32,8,σταματάω,σταματούσε,He/She/It was stopping,Σταματούσε το τρένο.,The train was stopping.,Past Continuous,3rd,Singular
759,dkWJVBJ3cL,9,σταματάω,σταματούσαμε,We were stopping,Σταματούσαμε να χορεύουμε.,We were stopping dancing.,Past Continuous,1st,Plural
760,d9HO7l1QaU,10,σταματάω,σταματούσατε,You were stopping,Σταματούσατε να τρέχετε;,Were you stopping running?,Past Continuous,2nd,Plural
761,Pk4Bi2UfFg,11,σταματάω,σταματούσαν,They were stopping,Σταματούσαν τα αυτοκίνητα.,The cars were stopping.,Past Continuous,3rd,Plural
762,eAiQECanM1,12,σταματάω,σταματάω,I stop,Σταματάω το τρέξιμο.,I stop running.,Present,1st,Singular
763,PooVeF66Vh,13,σταματάω,σταματάς,You stop,Σταματάς να μιλάς;,Do you stop talking?,Present,2nd,Singular
764,DxCm8z14aY,14,σταματάω,σταματάει,He/She/It stops,Σταματάει το αυτοκίνητο.,The car stops.,Present,3rd,Singular
765,xt1RFHaCdc,15,σταματάω,σταματάμε,We stop,Σταματάμε να τρώμε.,We stop eating.,Present,1st,Plural
766,PtS7YIEhIB,16,σταματάω,σταματάτε,You stop,Σταματάτε να παίζετε;,Do you stop playing?,Present,2nd,Plural
767,yF6WttvBIr,17,σταματάω,σταματάνε,They stop,Σταματάνε τα τρένα.,The trains stop.,Present,3rd,Plural
768,In2SVomUuq,18,σταματάω,θα σταματάω,I will be stopping,Θα σταματάω να δουλεύω νωρίς.,I will be stopping work early.,Future Continuous,1st,Singular
769,2SpitKdqbU,19,σταματάω,θα σταματάς,You will be stopping,Θα σταματάς να πίνεις;,Will you be stopping drinking?,Future Continuous,2nd,Singular
770,WruM2il1Nl,20,σταματάω,θα σταματάει,He/She/It will be stopping,Θα σταματάει να τραγουδάει.,He/She/It will be stopping singing.,Future Continuous,3rd,Singular
771,72E7FB6Pud,21,σταματάω,θα σταματάμε,We will be stopping,Θα σταματάμε να τρώμε νωρίς.,We will be stopping eating early.,Future Continuous,1st,Plural
772,IYxFzr83Ze,22,σταματάω,θα σταματάτε,You will be stopping,Θα σταματάτε να μιλάτε;,Will you be stopping talking?,Future Continuous,2nd,Plural
773,OvoM4VZbNT,23,σταματάω,θα σταματάνε,They will be stopping,Θα σταματάνε να παίζουν.,They will be stopping playing.,Future Continuous,3rd,Plural
774,EV94TTH4Mj,24,σταματάω,θα σταματήσω,I will stop,Θα σταματήσω το κάπνισμα.,I will stop smoking.,Future Simple,1st,Singular
775,XTnLE5Wr3X,25,σταματάω,θα σταματήσεις,You will stop,Θα σταματήσεις να πίνεις;,Will you stop drinking?,Future Simple,2nd,Singular
776,tPpP9dl3hf,26,σταματάω,θα σταματήσει,He/She/It will stop,Θα σταματήσει η βροχή.,The rain will stop.,Future Simple,3rd,Singular
777,fSn89bjm9o,27,σταματάω,θα σταματήσουμε,We will stop,Θα σταματήσουμε να χορεύουμε.,We will stop dancing.,Future Simple,1st,Plural
778,TjL1XSnYQS,28,σταματάω,θα σταματήσετε,You will stop,Θα σταματήσετε να φωνάζετε;,Will you stop shouting?,Future Simple,2nd,Plural
779,OoLiTq2gqt,29,σταματάω,θα σταματήσουν,They will stop,Θα σταματήσουν να τρέχουν.,They will stop running.,Future Simple,3rd,Plural
780,EcYHp5ezkz,0,τρέχω,έτρεξα,I ran,Έτρεξα στο πάρκο.,I ran to the park.,Past Simple,1st,Singular
781,Xm0KqQ7ijI,1,τρέχω,έτρεξες,You ran,Έτρεξες γρήγορα.,You ran fast.,Past Simple,2nd,Singular
782,TTAi5aqWjI,2,τρέχω,έτρεξε,He/She/It ran,Ο σκύλος έτρεξε.,The dog ran.,Past Simple,3rd,Singular
783,ak562J1my3,3,τρέχω,τρέξαμε,We ran,Τρέξαμε μαζί.,We ran together.,Past Simple,1st,Plural
784,hKRQmmKScn,4,τρέχω,τρέξατε,You ran,Τρέξατε πολύ.,You ran a lot.,Past Simple,2nd,Plural
785,XlasPZPEVA,5,τρέχω,έτρεξαν,They ran,Τα παιδιά έτρεξαν.,The children ran.,Past Simple,3rd,Plural
786,L27acF8PXN,6,τρέχω,έτρεχα,I was running,Έτρεχα για να προλάβω το λεωφορείο.,I was running to catch the bus.,Past Continuous,1st,Singular
787,jb6Z87bvCX,7,τρέχω,έτρεχες,You were running,Έτρεχες πολύ γρήγορα.,You were running very fast.,Past Continuous,2nd,Singular
788,IYPVCLDQUU,8,τρέχω,έτρεχε,He/She/It was running,Έτρεχε προς το σπίτι.,He/She/It was running towards the house.,Past Continuous,3rd,Singular
789,EJh024r8QP,9,τρέχω,τρέχαμε,We were running,Τρέχαμε στην παραλία.,We were running on the beach.,Past Continuous,1st,Plural
790,JybepPHcme,10,τρέχω,τρέχατε,You were running,Τρέχατε για άσκηση.,You were running for exercise.,Past Continuous,2nd,Plural
791,LMbg4oVsKe,11,τρέχω,έτρεχαν,They were running,Έτρεχαν μακριά.,They were running away.,Past Continuous,3rd,Plural
792,MFD8CjZ0Px,12,τρέχω,τρέχω,I run,Τρέχω κάθε πρωί.,I run every morning.,Present,1st,Singular
793,xRhL8dz6TJ,13,τρέχω,τρέχεις,You run,Τρέχεις πολύ;,Do you run a lot?,Present,2nd,Singular
794,vfmyopZX2L,14,τρέχω,τρέχει,He/She/It runs,Τρέχει γρήγορα.,He/She/It runs fast.,Present,3rd,Singular
795,1aWEiBs0lo,15,τρέχω,τρέχουμε,We run,Τρέχουμε για να μείνουμε υγιείς.,We run to stay healthy.,Present,1st,Plural
796,gk3BUD9kjg,16,τρέχω,τρέχετε,You run,Τρέχετε συχνά;,Do you run often?,Present,2nd,Plural
797,RlTew55EYL,17,τρέχω,τρέχουν,They run,Τρέχουν στο πάρκο.,They run in the park.,Present,3rd,Plural
798,TgqpD2DUZd,18,τρέχω,θα τρέχω,I will be running,Θα τρέχω αύριο.,I will be running tomorrow.,Future Continuous,1st,Singular
799,VRXJr7X1xo,19,τρέχω,θα τρέχεις,You will be running,Θα τρέχεις στον μαραθώνιο;,Will you be running in the marathon?,Future Continuous,2nd,Singular
800,tPrgPdYHZZ,20,τρέχω,θα τρέχει,He/She/It will be running,Θα τρέχει στην παραλία.,He/She/It will be running on the beach.,Future Continuous,3rd,Singular
801,yKUZeJudK2,21,τρέχω,θα τρέχουμε,We will be running,Θα τρέχουμε όλη μέρα.,We will be running all day.,Future Continuous,1st,Plural
802,2hg8AgCB0r,22,τρέχω,θα τρέχετε,You will be running,Θα τρέχετε στην εκδρομή;,Will you be running on the trip?,Future Continuous,2nd,Plural
803,FioXe7udD9,23,τρέχω,θα τρέχουν,They will be running,Θα τρέχουν στον αγώνα.,They will be running in the race.,Future Continuous,3rd,Plural
804,FJ6LxdpSDe,24,τρέχω,θα τρέξω,I will run,Θα τρέξω αύριο.,I will run tomorrow.,Future Simple,1st,Singular
805,3wyoHb0oqP,25,τρέχω,θα τρέξεις,You will run,Θα τρέξεις στον αγώνα;,Will you run in the race?,Future Simple,2nd,Singular
806,eSn7fi4i3K,26,τρέχω,θα τρέξει,He/She/It will run,Θα τρέξει γρήγορα.,He/She/It will run fast.,Future Simple,3rd,Singular
807,iCARC8Zf4L,27,τρέχω,θα τρέξουμε,We will run,Θα τρέξουμε όλοι μαζί.,We will all run together.,Future Simple,1st,Plural
808,iTF2T6y2fa,28,τρέχω,θα τρέξετε,You will run,Θα τρέξετε στον μαραθώνιο;,Will you run in the marathon?,Future Simple,2nd,Plural
809,vpl6MdX2vj,29,τρέχω,θα τρέξουν,They will run,Θα τρέξουν πολύ.,They will run a lot.,Future Simple,3rd,Plural
810,t0GDnzL5JA,0,τρώω,έφαγα,I ate,Έφαγα ένα μήλο.,I ate an apple.,Past Simple,1st,Singular
811,69x60PSAyt,1,τρώω,έφαγες,You ate,Έφαγες ένα μήλο.,You ate an apple.,Past Simple,2nd,Singular
812,7hpS78aCgQ,2,τρώω,έφαγε,He/She/It ate,Η γάτα έφαγε το ψάρι.,The cat ate the fish.,Past Simple,3rd,Singular
813,tHb9TyYntT,3,τρώω,φάγαμε,We ate,Φάγαμε πίτσα.,We ate pizza.,Past Simple,1st,Plural
814,6tGrGwGmMf,4,τρώω,φάγατε,You ate,Φάγατε παγωτό.,You ate ice cream.,Past Simple,2nd,Plural
815,GNeTU0FLZU,5,τρώω,έφαγαν,They ate,Τα παιδιά έφαγαν όλα τα μπισκότα.,The children ate all the biscuits.,Past Simple,3rd,Plural
816,POljTj3G26,6,τρώω,έτρωγα,I was eating,Έτρωγα ένα βιβλίο.,I was eating a book.,Past Continuous,1st,Singular
817,StWGYBss5v,7,τρώω,έτρωγες,You were eating,Έτρωγες ένα βιβλίο.,You were eating a book.,Past Continuous,2nd,Singular
818,rql88KFsRC,8,τρώω,έτρωγε,He/She/It was eating,Έτρωγε ένα βιβλίο.,He/She/It was eating a book.,Past Continuous,3rd,Singular
819,3i03hbedEI,9,τρώω,τρώγαμε,We were eating,Τρώγαμε ένα βιβλίο.,We were eating a book.,Past Continuous,1st,Plural
820,v2kuVuOrBD,10,τρώω,τρώγατε,You were eating,Τρώγατε ένα βιβλίο.,You were eating a book.,Past Continuous,2nd,Plural
821,i28M1jjPKF,11,τρώω,έτρωγαν,They were eating,Έτρωγαν ένα βιβλίο.,They were eating a book.,Past Continuous,3rd,Plural
822,0my1w5IyOI,12,τρώω,τρώω,I eat,Τρώω μήλα.,I eat apples.,Present,1st,Singular
823,KhwlPrJoHW,13,τρώω,τρώς,You eat,Τρώς μήλα.,You eat apples.,Present,2nd,Singular
824,N54fIMZ1QD,14,τρώω,τρώει,He/She/It eats,Τρώει μήλα.,He/She/It eats apples.,Present,3rd,Singular
825,6WsCdV7x3Z,15,τρώω,τρώμε,We eat,Τρώμε μήλα.,We eat apples.,Present,1st,Plural
826,f6m57RIPQ5,16,τρώω,τρώτε,You eat,Τρώτε μήλα.,You eat apples.,Present,2nd,Plural
827,oqnlvpXwUL,17,τρώω,τρώνε,They eat,Τρώνε μήλα.,They eat apples.,Present,3rd,Plural
828,V9shfUB8MP,18,τρώω,θα τρώω,I will be eating,Θα τρώω μήλα.,I will be eating apples.,Future Continuous,1st,Singular
829,67EduvfLMQ,19,τρώω,θα τρως,You will be eating,Θα τρως μήλα.,You will be eating apples.,Future Continuous,2nd,Singular
830,4dE7B5eISF,20,τρώω,θα τρώει,He/She/It will be eating,Θα τρώει μήλα.,He/She/It will be eating apples.,Future Continuous,3rd,Singular
831,KyK6DXcss3,21,τρώω,θα τρώμε,We will be eating,Θα τρώμε μήλα.,We will be eating apples.,Future Continuous,1st,Plural
832,Kaq49dkSGO,22,τρώω,θα τρώτε,You will be eating,Θα τρώτε μήλα.,You will be eating apples.,Future Continuous,2nd,Plural
833,GDXtjDjAiy,23,τρώω,θα τρώνε,They will be eating,Θα τρώνε μήλα.,They will be eating apples.,Future Continuous,3rd,Plural
834,TEnZNPSZdG,24,τρώω,θα φάω,I will eat,Θα φάω μήλα.,I will eat apples.,Future Simple,1st,Singular
835,Vcgw7AvJcV,25,τρώω,θα φας,You will eat,Θα φας μήλα.,You will eat apples.,Future Simple,2nd,Singular
836,81U2G0M4qC,26,τρώω,θα φάει,He/She/It will eat,Θα φάει μήλα.,He/She/It will eat apples.,Future Simple,3rd,Singular
837,wWplwvfiN6,27,τρώω,θα φάμε,We will eat,Θα φάμε μήλα.,We will eat apples.,Future Simple,1st,Plural
838,EImX8MeEid,28,τρώω,θα φάτε,You will eat,Θα φάτε μήλα.,You will eat apples.,Future Simple,2nd,Plural
839,sxtAdZ6EfM,29,τρώω,θα φάνε,They will eat,Θα φάνε μήλα.,They will eat apples.,Future Simple,3rd,Plural
840,n7i8bKmCud,0,πληρώνω,πλήρωσα,I paid,Πλήρωσα τον λογαριασμό.,I paid the bill.,Past Simple,1st,Singular
841,09p7HxMvfI,1,πληρώνω,πλήρωσες,You paid,Πλήρωσες το φαγητό;,Did you pay for the food?,Past Simple,2nd,Singular
842,UeIvQVTiOI,2,πληρώνω,πλήρωσε,He/She/It paid,Πλήρωσε το εισιτήριο.,He/She/It paid the ticket.,Past Simple,3rd,Singular
843,wesrPuN8go,3,πληρώνω,πληρώσαμε,We paid,Πληρώσαμε τα ψώνια.,We paid for the groceries.,Past Simple,1st,Plural
844,MoTm3rz7NZ,4,πληρώνω,πληρώσατε,You paid,Πληρώσατε το δάνειο;,Did you pay the loan?,Past Simple,2nd,Plural
845,0c75W86iQJ,5,πληρώνω,πλήρωσαν,They paid,Πλήρωσαν τον φόρο.,They paid the tax.,Past Simple,3rd,Plural
846,KFPGTKtsiQ,6,πληρώνω,πλήρωνα,I was paying,Πλήρωνα τον λογαριασμό.,I was paying the bill.,Past Continuous,1st,Singular
847,L3pCgdDlUA,7,πληρώνω,πλήρωνες,You were paying,Πλήρωνες το φαγητό;,Were you paying for the food?,Past Continuous,2nd,Singular
848,oe5H54Nccn,8,πληρώνω,πλήρωνε,He/She/It was paying,Πλήρωνε το εισιτήριο.,He/She/It was paying the ticket.,Past Continuous,3rd,Singular
849,w34Pqcwrap,9,πληρώνω,πληρώναμε,We were paying,Πληρώναμε τα ψώνια.,We were paying for the groceries.,Past Continuous,1st,Plural
850,AsyOwJ0xEs,10,πληρώνω,πληρώνατε,You were paying,Πληρώνατε το δάνειο;,Were you paying the loan?,Past Continuous,2nd,Plural
851,6OxJzxc6XV,11,πληρώνω,πλήρωναν,They were paying,Πλήρωναν τον φόρο.,They were paying the tax.,Past Continuous,3rd,Plural
852,gIrvsQsy3c,12,πληρώνω,πληρώνω,I pay,Πληρώνω τον λογαριασμό κάθε μήνα.,I pay the bill every month.,Present,1st,Singular
853,raeSPyZKdo,13,πληρώνω,πληρώνεις,You pay,Πληρώνεις το φαγητό;,Do you pay for the food?,Present,2nd,Singular
854,00hQChEydw,14,πληρώνω,πληρώνει,He/She/It pays,Πληρώνει το εισιτήριο.,He/She/It pays the ticket.,Present,3rd,Singular
855,cjiZrv6BTY,15,πληρώνω,πληρώνουμε,We pay,Πληρώνουμε τα ψώνια.,We pay for the groceries.,Present,1st,Plural
856,iqlb4AMR8j,16,πληρώνω,πληρώνετε,You pay,Πληρώνετε το δάνειο;,Do you pay the loan?,Present,2nd,Plural
857,FRYc1UIbrB,17,πληρώνω,πληρώνουν,They pay,Πληρώνουν τον φόρο.,They pay the tax.,Present,3rd,Plural
858,gQu4rdxWbl,18,πληρώνω,θα πληρώνω,I will be paying,Θα πληρώνω τον λογαριασμό αύριο.,I will be paying the bill tomorrow.,Future Continuous,1st,Singular
859,D64ntHybGk,19,πληρώνω,θα πληρώνεις,You will be paying,Θα πληρώνεις το φαγητό;,Will you be paying for the food?,Future Continuous,2nd,Singular
860,yUdVgMkU3W,20,πληρώνω,θα πληρώνει,He/She/It will be paying,Θα πληρώνει το εισιτήριο.,He/She/It will be paying the ticket.,Future Continuous,3rd,Singular
861,seDPQdJBpD,21,πληρώνω,θα πληρώνουμε,We will be paying,Θα πληρώνουμε τα ψώνια αύριο.,We will be paying for the groceries tomorrow.,Future Continuous,1st,Plural
862,C2WOjXYHW2,22,πληρώνω,θα πληρώνετε,You will be paying,Θα πληρώνετε το δάνειο;,Will you be paying the loan?,Future Continuous,2nd,Plural
863,X00JLncuur,23,πληρώνω,θα πληρώνουν,They will be paying,Θα πληρώνουν τον φόρο.,They will be paying the tax.,Future Continuous,3rd,Plural
864,pgJ6AHzfwf,24,πληρώνω,θα πληρώσω,I will pay,Θα πληρώσω τον λογαριασμό.,I will pay the bill.,Future Simple,1st,Singular
865,6XaN4myNgf,25,πληρώνω,θα πληρώσεις,You will pay,Θα πληρώσεις το φαγητό;,Will you pay for the food?,Future Simple,2nd,Singular
866,65cvpq1LA6,26,πληρώνω,θα πληρώσει,He/She/It will pay,Θα πληρώσει το εισιτήριο.,He/She/It will pay the ticket.,Future Simple,3rd,Singular
867,xfsZ59HuIh,27,πληρώνω,θα πληρώσουμε,We will pay,Θα πληρώσουμε τα ψώνια.,We will pay for the groceries.,Future Simple,1st,Plural
868,HVDJ82YFbL,28,πληρώνω,θα πληρώσετε,You will pay,Θα πληρώσετε το δάνειο;,Will you pay the loan?,Future Simple,2nd,Plural
869,hwdS9rM10x,29,πληρώνω,θα πληρώσουν,They will pay,Θα πληρώσουν τον φόρο.,They will pay the tax.,Future Simple,3rd,Plural
870,3U6rxj53tS,0,παίζω,έπαιξα,I played,Έπαιξα μπάσκετ.,I played basketball.,Past Simple,1st,Singular
871,Dvo1fJli7M,1,παίζω,έπαιξες,You played,Έπαιξες μπάσκετ.,You played basketball.,Past Simple,2nd,Singular
872,qxumiWhxRo,2,παίζω,έπαιξε,He/She/It played,Έπαιξε μπάσκετ.,He/She/It played basketball.,Past Simple,3rd,Singular
873,jKHNmn6dlo,3,παίζω,παίξαμε,We played,Παίξαμε μπάσκετ.,We played basketball.,Past Simple,1st,Plural
874,1zRnDb9uBC,4,παίζω,παίξατε,You played,Παίξατε μπάσκετ.,You played basketball.,Past Simple,2nd,Plural
875,K94barS2Rf,5,παίζω,έπαιξαν,They played,Έπαιξαν μπάσκετ.,They played basketball.,Past Simple,3rd,Plural
876,qxkRt6yXOz,6,παίζω,έπαιζα,I was playing,Έπαιζα μπάσκετ.,I was playing basketball.,Past Continuous,1st,Singular
877,OhuDaHJvx1,7,παίζω,έπαιζες,You were playing,Έπαιζες μπάσκετ.,You were playing basketball.,Past Continuous,2nd,Singular
878,ONdP9XH1yQ,8,παίζω,έπαιζε,He/She/It was playing,Έπαιζε μπάσκετ.,He/She/It was playing basketball.,Past Continuous,3rd,Singular
879,S3haw0H2Yh,9,παίζω,παίζαμε,We were playing,Παίζαμε μπάσκετ.,We were playing basketball.,Past Continuous,1st,Plural
880,9N3ntgbpIv,10,παίζω,παίζατε,You were playing,Παίζατε μπάσκετ.,You were playing basketball.,Past Continuous,2nd,Plural
881,tp3Ux0dFGX,11,παίζω,έπαιζαν,They were playing,Έπαιζαν μπάσκετ.,They were playing basketball.,Past Continuous,3rd,Plural
882,rNR96yX9T2,12,παίζω,παίζω,I play,Παίζω μπάσκετ.,I play basketball.,Present,1st,Singular
883,gZThP5QXze,13,παίζω,παίζεις,You play,Παίζεις μπάσκετ.,You play basketball.,Present,2nd,Singular
884,SgiA3hg2Uk,14,παίζω,παίζει,He/She/It plays,Παίζει μπάσκετ.,He/She/It plays basketball.,Present,3rd,Singular
885,RVO7BUZZql,15,παίζω,παίζουμε,We play,Παίζουμε μπάσκετ.,We play basketball.,Present,1st,Plural
886,Ws72iQHszn,16,παίζω,παίζετε,You play,Παίζετε μπάσκετ.,You play basketball.,Present,2nd,Plural
887,vS90YJrbNn,17,παίζω,παίζουν,They play,Παίζουν μπάσκετ.,They play basketball.,Present,3rd,Plural
888,ENf2rm3GPS,18,παίζω,θα παίζω,I will be playing,Θα παίζω μπάσκετ.,I will be playing basketball.,Future Continuous,1st,Singular
889,f4SGeS0boe,19,παίζω,θα παίζεις,You will be playing,Θα παίζεις μπάσκετ.,You will be playing basketball.,Future Continuous,2nd,Singular
890,WOqoqaXAlq,20,παίζω,θα παίζει,He/She/It will be playing,Θα παίζει μπάσκετ.,He/She/It will be playing basketball.,Future Continuous,3rd,Singular
891,Xf05xWrCX4,21,παίζω,θα παίζουμε,We will be playing,Θα παίζουμε μπάσκετ.,We will be playing basketball.,Future Continuous,1st,Plural
892,BOIwvh0Vru,22,παίζω,θα παίζετε,You will be playing,Θα παίζετε μπάσκετ.,You will be playing basketball.,Future Continuous,2nd,Plural
893,cNurX0eEL5,23,παίζω,θα παίζουν,They will be playing,Θα παίζουν μπάσκετ.,They will be playing basketball.,Future Continuous,3rd,Plural
894,IdJgYyiNRX,24,παίζω,θα παίξω,I will play,Θα παίξω μπάσκετ.,I will play basketball.,Future Simple,1st,Singular
895,gqAhd9ZSza,25,παίζω,θα παίξεις,You will play,Θα παίξεις μπάσκετ.,You will play basketball.,Future Simple,2nd,Singular
896,tIW2tmGTjx,26,παίζω,θα παίξει,He/She/It will play,Θα παίξει μπάσκετ.,He/She/It will play basketball.,Future Simple,3rd,Singular
897,xKXCGLgpw3,27,παίζω,θα παίξουμε,We will play,Θα παίξουμε μπάσκετ.,We will play basketball.,Future Simple,1st,Plural
898,jJvsQ2EfUZ,28,παίζω,θα παίξετε,You will play,Θα παίξετε μπάσκετ.,You will play basketball.,Future Simple,2nd,Plural
899,BzFjrXs575,29,παίζω,θα παίξουν,They will play,Θα παίξουν μπάσκετ.,They will play basketball.,Future Simple,3rd,Plural
900,V8LvN1Qgly,0,χρησιμοποιώ,έχω χρησιμοποιήσει,I used,Χρησιμοποίησα το αυτοκίνητο.,I used the car.,Past Simple,1st,Singular
901,aSBBsfB3Rq,1,χρησιμοποιώ,χρησιμοποίησες,You used,Χρησιμοποίησες το αυτοκίνητο;,You used the car.,Past Simple,2nd,Singular
902,1q2lPMfo4f,2,χρησιμοποιώ,χρησιμοποίησε,He/She/It used,Χρησιμοποίησε το αυτοκίνητο.,He/She/It used the car.,Past Simple,3rd,Singular
903,YG0BBxhgfO,3,χρησιμοποιώ,χρησιμοποιήσαμε,We used,Χρησιμοποιήσαμε το αυτοκίνητο.,We used the car.,Past Simple,1st,Plural
904,MRyVYoCmy7,4,χρησιμοποιώ,χρησιμοποιήσατε,You used,Χρησιμοποιήσατε το αυτοκίνητο.,You used the car.,Past Simple,2nd,Plural
905,n7KDu60qtK,5,χρησιμοποιώ,χρησιμοποίησαν,They used,Χρησιμοποίησαν το αυτοκίνητο.,They used the car.,Past Simple,3rd,Plural
906,UxbjDPxx3c,6,χρησιμοποιώ,χρησιμοποιούσα,I was using,Χρησιμοποιούσα το αυτοκίνητο.,I was using the car.,Past Continuous,1st,Singular
907,DyQTBtGKL1,7,χρησιμοποιώ,χρησιμοποιούσες,You were using,Χρησιμοποιούσες το αυτοκίνητο;,You were using the car.,Past Continuous,2nd,Singular
908,arMyXnXktn,8,χρησιμοποιώ,χρησιμοποιούσε,He/She/It was using,Χρησιμοποιούσε το αυτοκίνητο.,He/She/It was using the car.,Past Continuous,3rd,Singular
909,gEP1rmyej3,9,χρησιμοποιώ,χρησιμοποιούσαμε,We were using,Χρησιμοποιούσαμε το αυτοκίνητο.,We were using the car.,Past Continuous,1st,Plural
910,EuDvEbI92s,10,χρησιμοποιώ,χρησιμοποιούσατε,You were using,Χρησιμοποιούσατε το αυτοκίνητο.,You were using the car.,Past Continuous,2nd,Plural
911,a0MMYZIsrP,11,χρησιμοποιώ,χρησιμοποιούσαν,They were using,Χρησιμοποιούσαν το αυτοκίνητο.,They were using the car.,Past Continuous,3rd,Plural
912,fh4lzZw0wI,12,χρησιμοποιώ,χρησιμοποιώ,I use,Χρησιμοποιώ το αυτοκίνητο.,I use the car.,Present,1st,Singular
913,jqpw0sLCPg,13,χρησιμοποιώ,χρησιμοποιείς,You use,Χρησιμοποιείς το αυτοκίνητο;,You use the car.,Present,2nd,Singular
914,2wT6S8Wyv6,14,χρησιμοποιώ,χρησιμοποιεί,He/She/It uses,Χρησιμοποιεί το αυτοκίνητο.,He/She/It uses the car.,Present,3rd,Singular
915,KEk5fOEB3P,15,χρησιμοποιώ,χρησιμοποιούμε,We use,Χρησιμοποιούμε το αυτοκίνητο.,We use the car.,Present,1st,Plural
916,2S9YT5Q560,16,χρησιμοποιώ,χρησιμοποιείτε,You use,Χρησιμοποιείτε το αυτοκίνητο.,You use the car.,Present,2nd,Plural
917,NhW4v7OvBl,17,χρησιμοποιώ,χρησιμοποιούν,They use,Χρησιμοποιούν το αυτοκίνητο.,They use the car.,Present,3rd,Plural
918,Dv7vZEIujV,18,χρησιμοποιώ,θα χρησιμοποιώ,I will be using,Θα χρησιμοποιώ το αυτοκίνητο.,I will be using the car.,Future Continuous,1st,Singular
919,nZ91IHI1VT,19,χρησιμοποιώ,θα χρησιμοποιείς,You will be using,Θα χρησιμοποιείς το αυτοκίνητο.,You will be using the car.,Future Continuous,2nd,Singular
920,pwndrJbFyZ,20,χρησιμοποιώ,θα χρησιμοποιεί,He/She/It will be using,Θα χρησιμοποιεί το αυτοκίνητο.,He/She/It will be using the car.,Future Continuous,3rd,Singular
921,PcgoFVU6pt,21,χρησιμοποιώ,θα χρησιμοποιούμε,We will be using,Θα χρησιμοποιούμε το αυτοκίνητο.,We will be using the car.,Future Continuous,1st,Plural
922,ZYIcItPkb0,22,χρησιμοποιώ,θα χρησιμοποιείτε,You will be using,Θα χρησιμοποιείτε το αυτοκίνητο.,You will be using the car.,Future Continuous,2nd,Plural
